135,76,50
134,76,50
134,76,50
134,76,50
133,76,50
133,77,50
133,77,50
132,77,50
132,77,50
132,77,50
131,77,50
131,77,50
131,77,50
130,77,50
130,77,50
130,78,50
129,78,50
129,78,50
129,78,50
128,78,50
128,78,50
128,78,50
127,78,50
127,78,50
127,78,50
126,79,50
126,79,50
125,79,50
125,79,50
125,79,50
124,79,50
124,79,50
124,79,50
123,79,50
123,79,50
123,79,50
122,80,50
122,80,50
121,80,50
121,80,50
121,80,50
120,80,50
120,80,50
120,80,50
119,80,50
119,80,50
118,81,50
118,81,50
118,81,50
117,81,50
117,81,50
117,81,50
116,81,50
116,81,50
115,81,50
115,81,50
115,82,51
114,82,51
114,82,51
113,82,51
113,82,51
113,82,51
112,82,51
112,82,51
111,82,51
111,82,51
111,83,51
110,83,51
110,83,51
109,83,51
109,83,51
109,83,51
108,83,51
108,83,51
107,83,51
107,83,51
107,84,51
106,84,51
106,84,51
105,84,52
105,84,52
105,84,52
104,84,52
104,84,52
103,84,52
103,84,52
103,84,52
102,85,52
102,85,52
101,85,52
101,85,52
101,85,52
100,85,52
100,85,52
99,85,53
99,85,53
99,85,53
98,86,53
98,86,53
97,86,53
97,86,53
96,86,53
96,86,53
96,86,53
95,86,53
95,86,53
94,86,53
94,86,54
94,87,54
93,87,54
93,87,54
92,87,54
92,87,54
92,87,54
91,87,54
91,87,54
90,87,54
90,87,54
89,87,55
89,88,55
89,88,55
88,88,55
88,88,55
87,88,55
87,88,55
87,88,55
86,88,55
86,88,56
85,88,56
85,88,56
84,89,56
84,89,56
84,89,56
83,89,56
83,89,56
82,89,56
82,89,57
82,89,57
81,89,57
81,89,57
80,89,57
80,89,57
80,90,57
79,90,57
79,90,58
78,90,58
78,90,58
77,90,58
77,90,58
77,90,58
76,90,58
76,90,58
75,90,59
75,90,59
75,91,59
74,91,59
74,91,59
73,91,59
73,91,59
73,91,59
72,91,60
72,91,60
71,91,60
71,91,60
71,91,60
70,91,60
70,92,60
69,92,61
69,92,61
69,92,61
68,92,61
68,92,61
67,92,61
67,92,62
67,92,62
66,92,62
66,92,62
65,92,62
65,92,62
65,92,62
64,93,63
64,93,63
63,93,63
63,93,63
63,93,63
62,93,63
62,93,64
61,93,64
61,93,64
61,93,64
60,93,64
60,93,64
59,93,65
59,93,65
59,94,65
58,94,65
58,94,65
58,94,65
57,94,66
57,94,66
56,94,66
56,94,66
56,94,66
55,94,67
55,94,67
55,94,67
54,94,67
54,94,67
53,94,67
53,94,68
53,95,68
52,95,68
52,95,68
52,95,68
51,95,69
51,95,69
50,95,69
50,95,69
50,95,69
49,95,70
49,95,70
49,95,70
48,95,70
48,95,70
48,95,71
47,95,71
47,95,71
46,95,71
46,95,71
46,96,72
45,96,72
45,96,72
45,96,72
44,96,72
44,96,73
44,96,73
43,96,73
43,96,73
43,96,73
42,96,74
42,96,74
42,96,74
41,96,74
41,96,74
41,96,75
40,96,75
40,96,75
40,96,75
39,96,75
39,96,76
39,97,76
38,97,76
38,97,76
38,97,77
37,97,77
37,97,77
37,97,77
36,97,77
36,97,78
36,97,78
35,97,78
35,97,78
35,97,79
35,97,79
34,97,79
34,97,79
34,97,79
33,97,80
33,97,80
33,97,80
32,97,80
32,97,81
32,97,81
32,97,81
31,97,81
31,97,81
31,97,82
30,97,82
30,97,82
30,97,82
30,98,83
29,98,83
29,98,83
29,98,83
28,98,83
28,98,84
28,98,84
28,98,84
27,98,84
27,98,85
27,98,85
26,98,85
26,98,85
26,98,86
26,98,86
25,98,86
25,98,86
25,98,87
25,98,87
24,98,87
24,98,87
24,98,87
24,98,88
23,98,88
23,98,88
23,98,88
23,98,89
22,98,89
22,98,89
22,98,89
22,98,90
22,98,90
21,98,90
21,98,90
21,98,91
21,98,91
20,98,91
20,98,91
20,98,91
20,98,92
20,98,92
19,98,92
19,98,92
19,98,93
19,98,93
19,98,93
18,98,93
18,98,94
18,98,94
18,98,94
18,98,94
17,98,95
17,98,95
17,98,95
17,98,95
17,98,96
16,98,96
16,98,96
16,98,96
16,98,96
16,98,97
16,98,97
15,98,97
15,98,97
15,98,98
15,98,98
15,98,98
15,98,98
15,98,99
14,98,99
14,98,99
14,98,99
14,98,99
14,98,100
14,98,100
14,98,100
13,98,100
13,98,101
13,98,101
13,98,101
13,98,101
13,98,102
13,98,102
13,98,102
12,98,102
12,98,102
12,98,103
12,98,103
12,98,103
12,98,103
12,98,104
12,98,104
12,98,104
11,98,104
11,98,105
11,98,105
11,97,105
11,97,105
11,97,105
11,97,106
11,97,106
11,97,106
11,97,106
11,97,106
11,97,107
11,97,107
11,97,107
10,97,107
10,97,108
10,97,108
10,97,108
10,97,108
10,97,108
10,97,109
10,97,109
10,97,109
10,97,109
10,97,109
10,97,110
10,97,110
10,97,110
10,97,110
10,97,110
10,97,111
10,97,111
10,96,111
10,96,111
10,96,111
10,96,112
10,96,112
10,96,112
10,96,112
10,96,112
10,96,113
10,96,113
10,96,113
10,96,113
10,96,113
10,96,114
10,96,114
10,96,114
10,96,114
10,96,114
10,96,114
10,96,115
10,96,115
10,95,115
10,95,115
11,95,115
11,95,115
11,95,116
11,95,116
11,95,116
11,95,116
11,95,116
11,95,116
11,95,117
11,95,117
11,95,117
11,95,117
11,95,117
12,95,117
12,95,118
12,95,118
12,94,118
12,94,118
12,94,118
12,94,118
12,94,118
12,94,119
12,94,119
13,94,119
13,94,119
13,94,119
13,94,119
13,94,119
13,94,120
13,94,120
14,94,120
14,93,120
14,93,120
14,93,120
14,93,120
14,93,121
14,93,121
15,93,121
15,93,121
15,93,121
15,93,121
15,93,121
16,93,121
16,93,121
16,93,122
16,92,122
16,92,122
16,92,122
17,92,122
17,92,122
17,92,122
17,92,122
17,92,122
18,92,122
18,92,123
18,92,123
18,92,123
19,92,123
19,91,123
19,91,123
19,91,123
19,91,123
20,91,123
20,91,123
20,91,123
20,91,124
21,91,124
21,91,124
21,91,124
21,91,124
22,90,124
22,90,124
22,90,124
22,90,124
23,90,124
23,90,124
23,90,124
24,90,124
24,90,124
24,90,124
24,90,124
25,89,124
25,89,125
25,89,125
26,89,125
26,89,125
26,89,125
27,89,125
27,89,125
27,89,125
27,89,125
28,89,125
28,88,125
28,88,125
29,88,125
29,88,125
29,88,125
30,88,125
30,88,125
30,88,125
31,88,125
31,88,125
31,88,125
32,87,125
32,87,125
32,87,125
33,87,125
33,87,125
34,87,125
34,87,125
34,87,125
35,87,125
35,87,125
35,86,125
36,86,125
36,86,125
37,86,125
37,86,125
37,86,125
38,86,125
38,86,125
38,86,125
39,86,125
39,85,125
40,85,125
40,85,125
40,85,125
41,85,125
41,85,125
42,85,125
42,85,124
42,85,124
43,85,124
43,84,124
44,84,124
44,84,124
45,84,124
45,84,124
45,84,124
46,84,124
46,84,124
47,84,124
47,84,124
48,83,124
48,83,124
48,83,124
49,83,123
49,83,123
50,83,123
50,83,123
51,83,123
51,83,123
52,83,123
52,82,123
52,82,123
53,82,123
53,82,123
54,82,123
54,82,122
55,82,122
55,82,122
56,82,122
56,81,122
57,81,122
57,81,122
58,81,122
58,81,122
58,81,122
59,81,121
59,81,121
60,81,121
60,81,121
61,80,121
61,80,121
62,80,121
62,80,121
63,80,120
63,80,120
64,80,120
64,80,120
65,80,120
65,80,120
66,79,120
66,79,120
67,79,119
67,79,119
68,79,119
68,79,119
69,79,119
69,79,119
70,79,119
70,78,118
71,78,118
71,78,118
72,78,118
72,78,118
73,78,118
73,78,117
74,78,117
74,78,117
75,78,117
75,77,117
76,77,117
76,77,116
77,77,116
77,77,116
78,77,116
78,77,116
79,77,116
79,77,115
80,77,115
80,76,115
81,76,115
81,76,115
82,76,115
82,76,114
83,76,114
83,76,114
84,76,114
84,76,114
85,76,113
85,76,113
86,75,113
86,75,113
87,75,113
87,75,113
88,75,112
88,75,112
89,75,112
89,75,112
90,75,112
90,75,111
91,74,111
91,74,111
92,74,111
92,74,111
93,74,110
93,74,110
94,74,110
94,74,110
95,74,109
95,74,109
96,74,109
96,73,109
97,73,109
97,73,108
98,73,108
98,73,108
99,73,108
99,73,108
100,73,107
100,73,107
101,73,107
101,73,107
102,73,106
102,72,106
103,72,106
103,72,106
104,72,106
104,72,105
105,72,105
105,72,105
106,72,105
106,72,104
107,72,104
107,72,104
108,72,104
108,71,104
109,71,103
109,71,103
110,71,103
110,71,103
111,71,102
111,71,102
112,71,102
112,71,102
113,71,101
113,71,101
113,71,101
114,71,101
114,70,100
115,70,100
115,70,100
116,70,100
116,70,100
117,70,99
117,70,99
118,70,99
118,70,99
119,70,98
119,70,98
119,70,98
120,70,98
120,70,97
121,70,97
121,69,97
122,69,97
122,69,96
122,69,96
123,69,96
123,69,96
124,69,95
124,69,95
125,69,95
125,69,95
125,69,94
126,69,94
126,69,94
127,69,94
127,69,93
127,69,93
128,68,93
128,68,93
129,68,92
129,68,92
129,68,92
130,68,92
130,68,91
131,68,91
131,68,91
131,68,91
132,68,90
132,68,90
133,68,90
133,68,90
133,68,90
134,68,89
134,68,89
134,68,89
135,68,89
135,68,88
136,68,88
136,67,88
136,67,88
137,67,87
137,67,87
137,67,87
138,67,87
138,67,86
138,67,86
139,67,86
139,67,86
139,67,85
140,67,85
140,67,85
140,67,85
141,67,84
141,67,84
141,67,84
141,67,84
142,67,83
142,67,83
142,67,83
143,67,83
143,67,82
143,67,82
144,67,82
144,67,82
144,67,82
144,67,81
145,67,81
145,67,81
145,67,81
145,67,80
146,67,80
146,66,80
